,remarks,label
2440,pembayaran telah dilakukan konsumen di Alfamart saat kunjungan ke rumah sodara,other family house
1518,kantor libur tgl merah tahun baru,office
1436,"visit ke alamat kerja Kons 
Kons jarang masuk 
Kons masuk bila ada pameran ",office
580,rumah konsumen dalam keadaan kosong via telepon belum ada dana ,house
2972,"Bertemu kons di tempat kerja, kons janji bayar tgl 5 karena kalau ga diisi takut byr ca ilang.",business location
1341,Bertemu cod dengan ybs didepan capil ybs janji bayar tanggal 30,others
322,jb di tgl 13 karna mash tunggu uang pinjaman di koperasi,unknown
1932,Visit di alamat kontrak Ketemu dgn Kons info bayar hari ini anak dari Kons pergi ke Poso utk bayar angsuran via Alfamart..,other rent house
2552,"Fam visit ke alamat mertua kons, jb tgl 12 Juli sambil tunggu kiriman dana cair.",other family house
772,On Hand input dari rumah kons ketemuan sama rekan yang dekat rumahnya,house
2990,ke tempat usaha kons ketemu kons minta tanggal 23 ram kons belum bisa bayar info dana belum cukup untuk pembayaran lagi diusahakan secepatnya.,business location
2775,visit twmpat usaha bertemu karyawan info ybs masih menagih tagihan mie fu by phone akan disuhkn dalam minggu ini,business location
2341,Fam visit ke alamat adik nasbah bernama Linda yg bertanggung jawab pembayaran  unit tidak pernah terlhat karena nasbah tidak tinggal di alamat nya lagi JB dari adik jam 3 nanti akan setor indomaret,other family house
2407,kons bayar via Alfamart terdekat saat visit ke tempat mertua,other family house
2178,visit ke kost2an kons info kons atas nama info kons akan bayar nunggu saudaranya nitip uang. saudara punya usaha ayam potong.,other rent house
866,rumah sepi fu wa masih nunggu tf an dari uang pembuatan pintu infonya magrib ini di tf,house
2727,kunjungan ke alamat tempat usahanya namun konsumen sampai saat ini masih menunggu dana terkumpul fams akan pastikan kembali dan revisit kembali ,business location
3037,visit tempat usaha kons rencana pelunasan. Kons mengusahakan dana.,business location
1365,berkunjung ke tempat kerja debitur hanya bertemu dgn rekan kerjanya info debitur lagi keluar akan di kunjungi kembali ,office
2935,visit dtempat usaha konsumen sedang mengusahakan pembayaran,business location
1965,kunjungan alamat kost. debitur tunggu gajian,other rent house
2868,konsumen tidak ada ditempat saat dikunjungi ke tempat usaha RAM titip pesan ke karyawan konsumen. follow up by WA konsumen belum ada respon.,business location
1205,visit ketemuan  dengan konsumen  di indomaret  konsumen belom ada  dana angsuran jb tangal 1 nngh gajian  ram  tekan  kan  terakhir  pembayaran tangal 29 2 bulan konsumen  masih usah  mencari pinjaman ram  Fu ulang ,others
740,"fam visit ke rumah konsumen dan sdh interaksi dg konsumen.
konsumen ada janji bayar di pertengahan bulan ini.
unit masih dikuasai konsumen.
fam akan segera follow up kmbali.",house
1301,bayar EDC current cod di masjid Montong ,others
974,visit ke alamat lain fu byphone dana minim dalam penekanan revisit.,others
3077,Visit ke alamat usaha pelaku belum di lokasi by wa belum merespon,business location
392,ybs masih mencari dana buat pembayaran Fu,unknown
337,konsumen janji bayar ansuran sore konsumen tinggal di luar kota,unknown
3055,"Visit ke tempat usaha konsumen, namun konsumen sedang terkendala usaha konfeksi sepi.",business location
1759,ktmu kons dikantor kons mejelaskan baru bisa bayar awal bulan lagi pas gajianya keluar sebagai guru pns.unit infonya dgn anak nya kerja di tanjung pasar.,office
3053,"Visit ke tempat usaha kons karma alamat kons sudah pindah info tempat usaha sepi, konsumen masih mengumpulkan uang dari hasil usaha krupuk penekanan besok wajib masuk.",business location
342,kunjungan bertemu dengan orang tua cust masih kerjandi PLN JB nunggu gajian tgl 28,unknown
798,kons tdk ada di rumah bertemu dengan menantu kons info menantu kons lagi keluar kota sementara by phone akan di fu kembali,house
1748,di kunjunginke kantor kons.  kantor desa teratai tdk.ketemu konsumen. info.dari rekannya konslgi ke paguat. di hub tdk di respon. ada pertemuankembali di visit,office
3039,"Ke alamat usaha tidak ada, namun konsumen masih berusahakan dana pembayaran untuk visit ulang.",business location
485,sudah divisit bertemu pasangan info dana masih kurang akan Fu kembali ,house
198,Input untuk mengejar collection activity karena hari ini hari libur lebaran tanggal 13 April 2024,unknown
501,sudah di visit tapi lupa di input visit sesuai alamat tagih kons tidak ad di alamat by phone kons ad jb di tanggal 25 tunggu dana cair,house
3097,"Visit ke tempat usaha kons dalam keadaan tutup, info security kons biasanya ada di pagi hari, kons tunggu gajian dan diusahakan masuk 1 angsuran.",business location
862,"kons sedang kerja diluar kota rumah kosong istri cerai ...

berkoordinasi dgn keluarga kons proses nego",house
99,bukan handling pic aplikasi error ,unknown
46,ktemu istri kons info kons masih mnunggu gajinya akan d Vsit dn Fu kmbali,unknown
750,ybs kerja SBG kolektor d FIF ybs jarang d rumah utk pembayaran ybs bisa setelah penggajian turun,house
2323,visit ke alamat mertua kons dan kons tidak di tempat Fu by phone tidak di respon dan unit di pakai pasangan kons,other family house
1548,visit alamat tempat kerja kons namun info dari security kons tidak masuk kantor. fu by phone kons tidak merespon. info sebelumnya kons sedang mencarikan dana talangan.,office
1634,"note : 
- posisi di tmpt krj 
- pihak Kantor tidak bisa menfasilitasi untuk mempertemukan dngn kons
- info Rabu shift pagi",office
2037,dtg ke kost kons msh nunggu gajian buat bayar,other rent house
2662,"visit rmh ortu, hanya ketemu ibu kons. Sp diterima dan di ttd ybs. Infonya kons kost dan kerja namun tdk tau didaerah mana. FU by phone dan tunggu gajian tgl 25. Unit dipakai bapak kons.",other family house
570,visit rumah kons dan ketemu sama istri konsumen dan istri konsumen sementara mencukupkan dananya hari ini dan istri konsumen JB hari ini untuk satu bulan dan kemudian buat spjb tgl 25 untuk satu bulannya,house
1549,visit alamat kantor ybs,office
2093,visit ke kostan sepi gak ada org fu wa off,other rent house
197,posting pembayaran di titik berbeda Fu by phone kons bayar partial via virtual account bca,unknown
2423,"visit ke alamat saudara kons, kons bayar lewat Alfamart",other family house
2023,kons TDK ada di kontrakannya...info keluarga kons lgi keluar bekerja...Fu by phone kons TDK di ankat...unit di kuasai kons ,other rent house
429,Sudah dikunjungi nasabah ada rencana pembayaran angsuran BFI JB tanggal 14 Maret,unknown
240,bertemu dengan konsumen konsumen belum ada dana akan disahkan secepatnya,unknown
1738,ktemu konsumen di kantor tdak mau diajak foto JB tgl 22,office
696,debitu tidak berada dirumah dan bayar via transfer ,house
2354,"visit ke rumah anak konsumen, telah melakukan transaksi melalui Alfamart 1 angsuran",other family house
127,kons TDK ada di tempat...Fu by phone pasangnya katnya di ushakan masuk Minggu ini..Krn masih mnunggu dana dri keluarganya yg pelaku bayar...unit di kuasai kons ,unknown
2996,"Kons ad jb tgl 20 akn bayar di tempat usaha, kons masih usahakan dananya.",business location
70,Konsumen adalah kontrak aktif di BFi Kuningan. Konsumen bayar 1 angsuran ,unknown
3116,visit kealamat usaha ybs info dari karyawan ybs sedang keluar kons masih mengusahakan dana,business location
1037,visit ke alamat lain sblmnya sdg brtmu org tua titip salam ke konsumen Fu by phone kons JB tgl 6 revisit.,others
2005,Konsumen melakukan pembayaran current bertemu di kost2an nya,other rent house
2053,dtg ke kos tdk ketemu pressure via wa blm ada dana,other rent house
762,kondisi rumah tertutup by phone belum ada respon ,house
1330,cod sama konsumen di dekat tempat kerja Krn dirumh tidak ada orang.. rencana mau pelunasan,others
258,konsumen sudah bayar current melalui Mbanking ,unknown
2224,"Visit ke kos2an, tidak ada respon, telp tidak respon, akan di FU",other rent house
1034,visit ke polsek cikeunyi status unit masih lupa dan udah dibantu oleh mam untuk nego ke kanit ranah penyekesaian,others
1201,ktemuan di indomart bayar angsuran trakhir,others
802,"input ulang smart eror kontrak nyangkut di sitevisit
bertemu ortu kons dirumah kons pindah sesekali kesini dan infonya kons blm kesini dri kmrn2 ortu kons wa usahakan dana terus pic Fu kons tidak respon pic push ortu kons masuk ulang",house
1795,kunjungan ke tempat tinggal domisili dan kantor konsumenkonsumen di luar kotahanya bertemu dengan anaknya,office
2476,"visit konsumen di alamat mertuanya, pembayaran berhasil dilakukan di payment point Alfamart",other family house
2813,fam sudah visit ke usaha pihak ketiga bu kadek suciati info masig mengusahakan dana tnggl 15 05 unit info di jawa,business location
1765,Visit tempat kerja pasangan di Makeret kantor Transpacific finance info dari rekan ybs ada meeting fu tlp tidak direspon unit masih dikuasai akan di fu kembali,office
1048,Visit diasrama tdk ketemu debitur karena sedang keluar by phone msh usahakan dananya dari gajian dan pinjaman ke atasannya untuk pembayaran pelsus jb tgl 16 Juli. Unit sdh dijual ke org dan sdh tdk diketahui keberadaannya karena pemegang unit sdh kembali menjual unit tsb. akan di Fu kembali. ,others
1412,Visit ke alamat kerja ybs sdh di phk ke alamat rmh ybs pindah. Funybs tnyakan alamat trbru tdk di kasih. Fu kmbali,office
319,pasangan bayar partial unit tdk pernah terlihat,unknown
2273,visit ke rumah mertua konsumen kondisi sepi telpon ybs respon dan infonya ybs sudah bayar cek di aplikasi isaku benar angsuran ybs sudah masuk,other family house
1900,kunjungan ke kost-kostan konsumen bertemu dengan konsumen sebagian uang konsumen terpakai untuk membantu keponakannya yang habis kecelakaan unit dipakai keponakan konsumen berkuliah di Kediri konsumen janji bayar tanggal 4 bulan depan ,other rent house
1022,visit kealamat lain inputan visit manual karena aplikasi error konsumen sudah pindah fu by wa ceklis 1,others
2377,"ketemu kons di rumah orangtua, sudah melakukan pembayaran via minimarket Alfamart",other family house
1809,saat visit smc loading lama akhirnya foto manual visit kerumah kontrakan PK baru ketemu suami PK press masih menunggu uang dari ortu PK maksimal malam ini ,other rent house
2524,"kons bayar current pp Alfamidi terdekat 1 angsuran, visit ke rumah ortunya",other family house
2560,"Visit ke tempat anak kons penanggung jwb angsuran, tdk ada info mengenai kons, telepon tidak direspon, akan pelacakan",other family house
1939,"bayar 1 bulan via Indomaret 
kost lagi di Manggala jadi fam arahkan bayar ke Indomaret ",other rent house
1892,"input ulang. kondisi batray drop saat visit..
 kunjungan ke kost konsumen tutupan.. konsumen tidak kooperatif dengan jb.. tidak ada etikat bayar ",other rent house
1337,cod di puskesmas prambon ketemu kons bayar,others
2887,Visit alamat warung tempat usaha kons Fam bertemu dgn kluarga kons yg jaga warungx info kluargax kons msih sedang berada d rmahx Fam Fu Wa kons infox sbentar stelah ashar bru dia bayarkan d alfamart sekalian antar anakx pergi mengaji info terakhir kons janji bayar paling lambat hari ini d tgl 17 dan sudah tanda tangan SPJB Fam akan kawal,business location
799,rumah kondisi sepi dan lingkungan sekitar sepi ,house
838,konsumen sudah pindah alamat sebelumnya sudah tervisit namun rumah ditinggali adik kons kons tinggal di daerah Samarinda. fu byphone kons masih ajukan pinjaman di bank jb secepatnya.,house
1372,konsumen tidak ada d tempat kerja dan di rumah via tlp dan wa tdak di respon,office
1718,bayar 2 angsuran konsumen bayar di kantor sesuai jb dan surat pernyataan janji bayar,office
457,visit alamat kondisi sepi fu telp belum ada jawaban tetangga sepi . fu kembali ,house
148,konsumen sudah bayar.,unknown
1109,bertemu dengan konsumen di wilayah kantor bfi konsumen sedang mengusahakan dana janji bayar tgl 9,others
2596,"Visit ke rmh orang tua kons, rmh kosong, telp tdk diangkat. fu lagi",other family house
655,visit ke alamat konsumen tidak bertemu kons unit tidak kelihatan info dari orang rumah kons lagi keluar Fu by phone belum respon akan di visit kembali ,house
154,kapasitas bayar kons minim dikarenakan Dana terpakai untuk keperluan lain. infinya kons menuggu gajih an untuk membayar angsuran,unknown
2783,konsumen jb kamis . rencana pelunasan. visit ke tempat usaha ybs.,business location
1352,konsumen tidak adasedang bekerjabertemu dengan adiknyaunit adabertemu konsumen ditempat kerjanyasudah divisit tapi tidak terinputjadi diinput ulang,office
2692,"Kunjungan ke rumah kakak kons, ketemu kakak kons yang menyampaikan kons masih upayakan dana dari hasil usaha.",other family house
1780,visit kantor konsumen sedang keluar. Fu ada sementara tunggu pemakai dana kirim dana. unit sementara di lacak,office
1715,bertemu konsumen di kantor info konsumen lagi usahain dana revisit,office
797,keadaan rumah sepi hanya ada unit saja  byp no respont visit ulang ,house
1490,visit ke tempat kerja pasangan kons kerja sebagai guru SD dan sudah pulang info ram konsumen cuma ba kost dan pindah kost via tlfon tidak aktiv akan di visit kembali ,office
433,konsumen tidak ada ditempat fu by phone infonya sedang di lokasi sawit janji bayar di tgl 28 ,unknown
2993,tracking alamat usaha kons belum ketemu hanya ketemu rekan kerja konsumen kons sementara menunggu dana dari anaknya di morowali janji bayar sebelum tgl jatuh tempo.,business location
2487,"alamat saudara sudah dikunjungi, pembayaran via Alfamart terdekat berhasil dilakukan konsumen",other family house
1714,visit ke alamat kantor info dari security konsumen pindah alamat,office
496,Kunjungan ke alamat lain ktm Konsumen selesai bayar partial dalam penekanan bayar Curent ,house
2044,dtg ke kost alamat terbaru kons bayar 2 bulan pokok,other rent house
2974,"Interaksi di tempat usaha kons, kons usahakan dana, tunggu pinjaman dari saudara, akan di fu lagi.",business location
1259,konsumen cidera janji katanya cod depan rs umum surodinawan ditunggu ga keluar2 by wa banyak alasan jb mundur besok,others
29,visit tidak ketemu kons FU kons tidak respon,unknown
2017,Bertemu kons di kosnya dan untuk angsuran kons memberikan JB hari ini atau paling lambat besok unit di kuasai pasangan kons,other rent house
1178,bertemu kons di alfa rawa badak utk nego pelunasan dikarenakan usahanya bangkrut,others
1816,visit ke kos2an tdk ketemu kons,other rent house
2008,bertemu di kostnya konsumen mencari kekurangan dana ,other rent house
2729,visit ke tempat usaha kons kons tdk ada d tmpat hub via tlp kons masih memgusahakan dana unit dikuasai kons,business location
1733,ktm dgn satpam d tmpt kons kerja infonya ybs masih d lapangan ybs kadang ke kantor kadang tdkkons kerja jd marketing mobil ybs d telp/wa blm respon fu ulang,office
2388,pembayaran telah berhasil dilakukan kons di payment point Alfamidi saat kunjungan di alamat kerabat kons,other family house
2031,bertmu ybs  kost2annya ybs masih blum ada dana  ybs masih mencari kekurangan dana,other rent house
688,visit rumah consumen JB 10 unit ada.,house
3128,"Visit ke tempat usaha kons, kons tidak ada, revisit",business location
2795,dikunjungi dialamat usaha konsumen bertemu dengan konsumen unit tdk ada sedang mengusahakan dana kembali untuk bayar angsuran ,business location
707,konsumen tidak ada di rumah nanti di FU kembali ,house
56,brtemu dgn ART  info kons sdg tidk di tpt bay fon tidk di respon ttpesan ke art smpikan angsuran segra di byr scpt nya,unknown
2374,"datang ke alamat kerabat konsumen, konsumen bayar current di minimarket Alfamidi",other family house
2177,"visit kost bertemu ybs. ybs sudah nggak mau ngangsur lagi. udah 3 bulan yang bayar angsuran bapak nya. 
masih diusahakan ketemu bapak nya supaya bisa bayar angsuean",other rent house
711,Visit ke alamat tagih rumah sepi tidak ada orang aka  dilakukan reschedul visit kembali ,house
2150,visit kost tidak bertemu konsumen unit tidak terpantau by phone konsumen belum respon akan segera di visit kembali,other rent house
680,visit ke alamat kons tidak berada di rumah. bertemu tetangga kons info kons sedang keluar. fu by phone kons tidak merespons ,house
861,kons/pasangaj tdk ada di rumahn. Phone kons info  kons ke daerah sorek jb kons sampai sabtu tgl 13 juli alsan dana masih minim karena usaha sepi dan  ladang sawit buah masih trek. ,house
721,rumah kons dalam keadaan kosong RAM mengetuk pintu beberapa kali namun tidak ada respon sebelum nya pelaku bayar kons ada JB tgl 12 RAM akan kembali Fu.,house
1099,"input activty ditempat lain.
sudah di visit 2 hari lalu  Kons rencana pengembalian Unit.
saat ini unit di gadai konsumen.
proses penebusan unit. 
rencana unit di bawa ke kantor BFI finance di tgl 10 hari Senin .",others
2534,"visit ke rumah saudaranya, bayar partial di Alfamart",other family house
1764,visit ke tempat kerja kons. info teman kons pergi dari  pagi antar barang.  kemungkinan ke kantor sore / malam. by phone tdak respon. fu,office
728,visit rumah konsumen hanya tidak bertemu info dari tetangga lagi keluar dan akan visit kembali,house
1556,visit tempat kerja kons. info ny kons  jarang datang ke kantor dan kalaupun ke kantor kons biasa ny langsung keluar lg. telp ke kons tidak mau merespon,office
57,kunjungan ketemu kons. koms atas nama. pemakai dana lurah kresek. perihal pembayaran akan di sampaikan fu kembali,unknown
1662,ktmu saudara kons d kantor dan lakukan pelunasan via EDC,office
2732,visit ketempat usaha bertemu ybs jb tgl 10 dikawwl,business location
3088,"visit ke tempat usaha, kapasitas minim. kons hanya andalkan tagihan piutang yg di bayar mencicil. kons pindah alamat, fu lg.",business location
3012,"Kunjungan ke tempat usaha bertemu karyawan, kons sedang usahakan dana.",business location
2640,"Revisit ke rmh adik kons, bertemu kons dan sudah melakukan pelunasan.",other family house
2332,visit di tempat mertuanya dan ybs kost di Morosi/phone tdk pernah lagi angkat ,other family house
1134,Bertemu dengan konsumen di Alfamart Depan RSUD Arjawinangun ybs baru bisa bayar 1 angsuran pokoknya aja dan ingin mengajukan permohonan hirarki off,others
139,taging tidak sesuai lokasi d karenakan konsmn sudah mlakukan pembyran melalui PP,unknown
1614,kons datang ke kantor dan uang msh kurang dan kons janji byr ,office
3006,"Visit tempat usaha, masih menunggu dana dari hasil rongsok dan bengkel.",business location
2089,bertemu istri konsume di kostnya kapasitas minim konsumen masih mencari kekurangan angsuran jb tgl 15,other rent house
897,kons tdk ada dirumah info nya sdg di tokovisit ulang,house
2803,bertemu kons ditempat usaha bayar current,business location
1393,visit ke tempat kerja kons info security kons masih sibuk ada urus kerja. tlfn nda respon. fu kembali,office
2410,kons sudah bayar via Alfamart terdekat saat ketemu di tempat mertua kons,other family house
3096,Visit kealamat usaha bertemu pasangan unit masih dikuasai usaha agak menurun tertagih partial. kons lagi usahakan cari dana pinjaman sambil nunggu gajian cair.,business location
2185,kunjungan ke kontrakan ketemu anak titip pesan pembayaran.,other rent house
1546,visit ke kantor tempat kerja ybs bertemu dengan ybs ybs di tanya perihal angsurannyatidak kooperatifdi hubungi ke istri nya akan mengusahakan masuk 1 lagi Fu nextpush by phone juga.,office
483,bertemu dengan kistri kons info kons sedang bekerja di hub by phone no respon penekanan ke istri kons 3 hari kedepan harus masuk angsuran fu kembali,house
2578,"Visit ke rumah orang tua kons, kons tidak di tempat, telepon belum direspon,revisit akan dilakukan lagi.",other family house
1289,COD di luar ketemu Sma adike  pemakai unit untuk pembyaran dari pemakai unit titip 1 angsrn,others
1281,COD di Dengkol bayar angsuran ke 13,others
1049,kunjungan ke tempat kerjanya kos asrama 503 konsumen kerja belum pulang unit di kuasai oleh konsumen menurut pengakuan mbaknya yg jaga minuman depan kos unit tidk kelihatan by phone not respon visit ulang,others
2967,visit alamat usaha deb di pasar unit tidak terlihat via telpn tidak respon konsumen mengusahakan pembayaran.,business location
2622,"Fam revisit ke alamat mertua kons, kons sedang keluar kota. No HP tdk aktif, akan dihubungi ulang.",other family house
1622,Janjian bertemu konsumen dikantor unit tdk terlihat infonya disewakan kapasitas bayar minim press spjb tgl 16,office
1482,visit ke alamat kerja sudah  di cari tiap warung rt 1 rw 1 tidak ada nama kons dan pasangan bertanya kepada ketua rt juga tidak ada yg mengenal atas nama kons dan yg ngewarung cuman dikit byphone kons tdk respon,office
715,sudah divisit rumah tutup tidak ada org by tlp kons belum ada respon akan Fu kembali ,house
212,kons jb besok yg agya,unknown
2746,fam kunjungan sesuai alamat tagihan di tempat usaha deb bakso namun jumpa karyawan dr ortu info karyawan deb dan pasangan tidak ada deb ke medan namun istri deb pergi fam by phone tidak aktif fam akan visit ke alamat ortu,business location
463,kons tdk ada di rmh sudah lama tdk pernah ada akan di lacakek,house
2893,fam visit ke konsumen. konsumen melakukan pembayaran minta COD di tempat usahanya di depan pabrik roti,business location
10,tidak bertemu kons kons pindah alamat by phone belum ada respon FU kmbali,unknown
2670,visit rmh ortu kons sudah bayar angsuran nya via Livin mandiri ,other family house
2292,ketemu orang tua dan saudara kons di salupao rumah mertua by phone dan wa tidak aktif. titip pesan ,other family house
592,rumah konsumen dalam keadaan kosong via telepon konsumen belum ada dana ,house
2303,kunjungan visit ke alamat ayah debitur selaku pemilik unit. debitur tidak mau bertanggung jawab perihal angsuran dan utk angsuran di handle oleh pihak orang tua debitur. unit ada dikuasai ortu. press bayar tgl 15. fu ulang,other family house
31,karakter buruk info unit sudah di pihak ke 3 tidak ada penyelesaian,unknown
1610,R2 keluarga kons ybs dtg kekantor untuk negosiasi penyelesaian kontrak an nurseha,office
66,"vst brtmu konsumem mau tevus unit tp mau mnta 12 juta. fam msh nego

note : tdk ad sinyal jd bru input",unknown
86,Tunggu gaji anak nya ,unknown
1225,COD an di Indomart dekat pabrik suaminya ockta bekerja sudah dibayarkan tadi siang,others
2305,visit kealamat orangtua angkat kons kons belum ada pulang masih dijawa fam menghubungi kons tidak tersambung fam mengirim pesan wa belum dibaca akan fam Fu kembali ,other family house
277,bertemu pasangan kons info kons sedang keluar menagih harga pupuk dan obat herbal yang di jual nya,unknown
2106,dtg ke kost nego pelunasan 5jt minta tgl 25,other rent house
204,konsumen ada unit ada janji bayar tabggal 13.8,unknown
846,lepas jb di rumah kons tidak ada hanya ada kaluarga infonya kons lagi keluar tidak tahu kemana dan hanya bisa titip pesan unit tidak terlihat by phone tidak ada respon akan di visit dan di Fu kembali,house
282,bertemu keluarga kons .info dari keluarga kons belum pulang kerja by phone belum ada respon akan di fu kembli,unknown
2212,"Visit ke alamat kos konsumen, kos kosong. By phone kons tidak respon, akan di FU lagi.",other rent house
1476,visit ketempat kerja Konsumen namun konsumen lagi keluar fU by tlfon konsumen Belum respon,office
1358,konsumen sdh pinda alamat hnya bertemu di tmpt kerja ada janji bayar angsuran di akhir bulan saat gajian ,office
2270,R3 berkunjung ke alamat rumah orang tua pemegang unit dan info nya saat ini pemegang unit sedang di Adiyasa sedang arah pulang saya di suruh menunggu.,other family house
2451,"alamat mertua konsumen telah di visit, bayar current di Alfamart telah dilakukan konsumen",other family house
555,vst almt rmh ybs brtmu keluarga nya infonya ybs sdng keluar by phone ybs jb tggl 15 fu,house
2199,"Visit ke kontrakan kons, tidak bertemu kons saat kunjungan. Fam akan visit kembali.",other rent house
1785,visit alamat kantor Kons bertemu rekan kerja infokan kons sdng ke Pemda ram tipsen kembali perihal kedatangan dr bfi,office
528,visit Dedi djorebe kons tdk ad di rmh via tlp nmr aktif tdk abgkat,house
2793,visit tempat usaha. bertemu anak titip pesan ke anak kons,business location
493,sudah tervisit konsumen sudah di arahkan bayar PP konsumen bayar current,house
220,konsumen Tertagih Current,unknown
1535,beam visit ke tempat kerjanya konsumen tidak bertemu bertemu dengan karyawan disana kalau konsumen tidak disinitapi di kantornya yg dekat SMA karya Budinext beam visit kesana,office
1580,sudah visit di tempat kerja kons info rekan kerja kons tidak masuk hari ini info hari Senin baru masuk kantor akan di Fu kembali,office
2105,visit kostan kons karakter jelek unit sdh digade 5jt,other rent house
2434,"datangi alamat orangtua kons, sudah bayar via Alfamidi",other family house
156,visit hanya bertemu dengan istri konsumen. kons jb malam ini kons masih menunggu uang dari bos,unknown
1083,visit ke alamat lain fu byphone dana sedang diusahakan untuk melakukan pembayaran revisit.,others
2674,visit rmh ortu kons pindah alamatsekarang kons kostitip pesan buat ortu kons,other family house
3073,"visit kealamat usaha kons, bertemu dengan kons. kons akan di fu kembali terkait angsuran.",business location
2651,"visit krmh saudara kons, jnji byar angsuran di tgl 20 karena uang masih ada 1angsuran dan konsumen masih berusaha mencarikan sisa keuangan untuk angsuran.",other family house
1746,kons janji besok ke kantor untuk bayar angsuran nya,office
1026,visit ke alamat baru kons di komp boromeus cinunuk bertemu dengan kons unit ada terlihat infokan dana terpakai biaya anak nya 2 masuk sekolah ke smp dan ke sma usaha rajut dana jg macet diluar ada jb di tanggal 15 untuk bayar angsuran ram penekanan kpd kons agar tdk meleset di tgl yg sudah di tentukan fu kembali,others
386,ktmu ortu kons. Infonya kons sdg kluar kota muat. Fu by phone kons bru perljlnan balik. Kons masih smntra kumplkn sewa muatannya. Akn di fu kmbali.,unknown
481,sudah divisit kons belum ketemu by tlp belum ada respon akan Fu kembali ,house
40,kons minta tempo tgl 12,unknown
755,"fam berkunjung ke alamat debitur bertemu dgn debitur fam pres bayar debitur dan pengakuan debitur sementara menunggu dana debitur tgl 20 akan di kawal


#pada saat kunjungan fam kehilangan jaringan di rumah debitur.. bukti visit ada di telegram",house
2565,"Fam visit ke tempat mertua kons, ketemu istri kons jb hari Senin setelah dana terkumpul.",other family house
917,ybs melibatkan pihak ketiga bertemu d tempat bengkel pihak ke 3 bekerja. pihak 3 bernama Teten dia tdk mau bertemu dgn alesan lg d luar dan menyuruh anak buahnya utk ketemu. ybs minta pelsus dan tdk mau membayar angsuran sama sekali,others
2254,Visit alamat saudara debtdebt kerja di bengkel motorpembayaran dilakukan oleh debt dan ibunyapress current nunggu uang dari gajian,other family house
2016,bertemu anak kons di rumah kontraknya fu by tlvon janji bayar masih diusakan mencari pinjaman karakter biasa,other rent house
2018,visit k rumah kontraknya tidak ketemu konsumen hanya ada keluaraga di hub belum ada tanggapan,other rent house
3094,"ram visit ke alamat usaha kons, kons tdk ada di tempat. kons masih mengusahakan dana dlm minggu ini unit tidak ada di usaha.",business location
2483,"rumah mertua konsumen di visit, pembayaran current oleh konsumen berhasil via payment point Alfamidi",other family house
1140,bertemu ybs di alfa Kuto untuk di arahkan di paymen point. ybs byr partial.,others
990,visit ke alamat lain fu byphone kons sedang us??hakan dana sebelumnya sdh bertrmu istri kons minta waktu 1 minggu untuk mengumpulka dana revisit.,others
2172,visit kontrakan kons gak ketemu kons Fam sudah pangil2 Namun tidak ada respons sudah Fu sama juga Fam visit kembali ,other rent house
3081,"kunjungan ke tempat jualan kons, janji bayar siang ini karena usaha lagi sepi...",business location
1813,R1/Visit ke alamat tagih kons tdk dikenal statusnya ngontrak nama pemilik kontrakan (an hj euis) pun tdk ada yg mengenal coba tanya ke rt & rw tdk ada yg pernah dengar & tdk ada data warga nama tsb beam coba kontak telp tidak aktif next pelacakan ke tempat kerjanya.,other rent house
389,kunjungan bertemu saudara cust info cust masih ngambil gass elpiji dan titip pesan agar segera bayar anguran akan fu ulang,unknown
2453,"visit ke alamat saudara, sudah bayar via payment point Alfamart",other family house
361,konsumen ada unit ada Rika Rahayu masih menunggu uang kiriman dari suami nya yg bekerja d Banjarbaru uang kiriman suami nya merupakan uang gajih . suami kons gajihan kira d tgl 20 an dan akan langsung bayar apabila suami nya sudah kirim uang,unknown
849,berkunjung ke rumah kons info tetangga kons belum pulng akan di visit kembali,house
308,konsumen sering lewat janji bayarnya karakter tdak baik akan di fu lagi,unknown
3114,"By phone baru diusahakan JB maksimal tanggal 20, visit ke alamat usaha kons, unit dan kons tidak ada di lokasi, rencana kunjungan lagi",business location
245,bayar setelah lebaran,unknown
426,konsumen bayar 1 dulu,unknown
165,konsumen sudah bayar via pp belum terkunjungi ada agenda HC training refreshment,unknown
2576,"Fam visit ke alamat saudara kons, tidak bertemu dengan kons, saudara info kons baru gajian minggu depan. akan pressing pembayaran mggu dpn",other family house
1324,cod ketemu di masjid bulung cangkring. kons uange msh kurang dan pinjam temen di janjeni dlm minggu ini. unit msh ada di bawa anak,others
313,Kons bayar via online Tokopedia dan unit ada. ,unknown
2219,"Fam revisit ke kos, ketemu kons, JB tgl 16, kons janji bayar segera",other rent house
316,sudah divisit bertemu dengan kons info dana blum cukup akan Fu kembali ,unknown
2986,bertemu konsumen di tempat usaha press pembayaran di tgl 17 current konsumen sementara mengumpulkan dana dari hasil usaha jasa las yang digeluti konsumen.,business location
1606,kunjungan ke alamat lain tidak bertemu dengan kons info Unit hilang dan sudah urus ke kantor tunggu claim asuransi ,office
499,"R1
Bertemu dengan debitur di alamat ktp debitur ingin membayar 1 angsuran tapi ditolak oleh beam. beam meminta 3 angsuran. akan kembali di follow up pada visit selanjutnya
",house
2611,"Visit ke tmpt kakak kons, kakak janji kons bayar setelah dapat upah minggu depan, unit belum terlihat di lokasi.",other family house
1822,done visit keadaan kontrakan kosong fam fu by phone ybs belum ada respon fam revisit dan fu kembali,other rent house
